NameCorp,Chapter,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,Voluntary,YearFiled,Date10k1Before,Sales1Before,EbitBefore,EbitCurrDollars,EbitdaBefore,Assets1Before,Liab1Before
Geneva Steel Company (1999),11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,1999,1998-09-30,720.453,39.205,70.7351148024316,81.477,605.165,495.04
"GenOn Energy, Inc.",11,"E: Transportation, Communications, Electric, Gas",491,"49 Electric, Gas, And Sanitary Services",4911,voluntary,2017,2016-12-31,1862.0,260.0,315.026106835949,455.0,4860.0,4520.0
"GenTek, Inc.",11,D: Manufacturing,371,37 Transportation Equipment,3714,voluntary,2002,2001-12-31,1244.42,14.671,24.0171471980143,82.988,1164.8,1307.0
Genuity Inc.,11,I: Services,737,73 Business Services,7370,voluntary,2002,2001-12-31,1220.56,-1151.522,-1885.098042107,-1016.122,2994.5,3099.0
Geokinetics Inc.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2013,2012-12-31,595.824,-11.111,-14.167070351802,112.689,392.896,593.53
"Geotek Communications, Inc.",11,D: Manufacturing,366,36 Electronic And Other Electrical Equipment And Components,3663,voluntary,1998,1997-12-31,65.51,-165.594,-301.520260233129,-135.069,331.8,370.571
Glenoit Corp.,11,D: Manufacturing,225,22 Textile Mill Products,2250,voluntary,2000,2000-01-01,294.725,21.82,37.4774915509259,34.099,216.945,276.0
"Global Brokerage, Inc.",11,"H: Finance, Insurance, And Real Estate",620,"62 Security And Commodity Brokers, Dealers, Exchanges, And Services",6200,voluntary,2017,2016-12-31,284.056,16.379,19.7191269937207,43.668,1039.024,1043.327
Global Eagle Entertainment Inc.,11,"E: Transportation, Communications, Electric, Gas",489,48 Communications,4899,voluntary,2020,2019-12-31,656.877,-60.329,-69.1061254607277,24.989,668.58,1043.734
"Global Geophysical Services, Inc.",11,B: Mining,138,13 Oil And Gas Extraction,1382,voluntary,2014,2013-12-31,288.659,-35.59,-44.7029968302066,104.621,392.907,426.236
Global Marine Inc.,11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,1986,1985-12-31,378.6,-81.4,-220.431348540146,8.4,1573.0,1282.5
"Global TeleSystems, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,involuntary,2001,2000-12-31,1023.5,-427.4,-713.849396736072,-120.0,2833.8,3505.0
Globalstar LP,11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,voluntary,2002,2001-12-31,6.404,0.0,0.0,0.0,456.391,3454.144
Globix Corp.,11,I: Services,737,73 Business Services,7370,voluntary,2002,2001-09-30,104.21,-101.377,-168.279583159955,-64.72,553.0,702.0
"GNC Holdings, Inc.",11,G: Retail Trade,540,54 Food Stores,5400,voluntary,2020,2019-12-31,2068.188,147.925,170.303363596163,183.347,1650.587,1646.455
"Golden Books Family Entertainment, Inc.",11,D: Manufacturing,273,"27 Printing, Publishing, And Allied Industries",2731,voluntary,1999,1998-12-26,194.226,-73.008,-131.723740887538,-60.428,254.951,444.0
"Goss Holdings, Inc. (2001)",11,D: Manufacturing,382,"38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",3821,voluntary,2001,2000-12-31,623.4,14.8,24.6359820527201,43.0,655.9,764.0
"Graham-Field Health Products, Inc.",11,F: Wholesale Trade,504,50 Wholesale Trade-durable Goods,5047,voluntary,1999,1998-12-31,380.866,-1.375,-2.42481209150327,13.038,428.859,209.0
Grand Union Company (1995),11,G: Retail Trade,541,54 Food Stores,5411,voluntary,1995,1994-04-02,2477.3,96.152,189.871092109115,148.912,1394.224,1884.277
Grand Union Company (1998),11,G: Retail Trade,541,54 Food Stores,5411,voluntary,1998,1998-03-28,2266.77,-132.487,-241.237694104294,70.634,892.2,1245.0
Grand Union Company (2000),11,G: Retail Trade,541,54 Food Stores,5411,voluntary,2000,2000-04-01,2204.5,-119.356,-203.58909616092,81.402,793.4,796.0
Granite Broadcasting Corporation,11,"E: Transportation, Communications, Electric, Gas",483,48 Communications,4833,voluntary,2006,2005-12-31,86.16,6.115,8.99362564420218,14.07,405.837,541.919924
Great American Communications Co.,11,"E: Transportation, Communications, Electric, Gas",483,48 Communications,4832,voluntary,1993,1992-12-31,211.0,21.512,43.7907891906722,33.512,679.922,736.287
"Great Atlantic & Pacific Tea Company, Inc.",11,G: Retail Trade,541,54 Food Stores,5411,voluntary,2010,2010-02-27,8813.568,-108.924,-147.497326057697,136.536,2827.217,3224.0
"Greyhound Lines, Inc. (1990)",11,"E: Transportation, Communications, Electric, Gas",413,41 Local And Suburban Transit And Interurban Highway Passenger Transportati,4131,voluntary,1990,1989-12-31,965.942,49.442,112.96564491147,74.038,592.793,563.198
"Greyhound Lines, Inc. (1994)",no order for relief,"E: Transportation, Communications, Electric, Gas",410,41 Local And Suburban Transit And Interurban Highway Passenger Transportati,4100,involuntary,1994,1993-12-31,666.496,41.841,82.9544641082165,71.229,541.812,389.646
"GSI Group, Inc.",11,D: Manufacturing,369,36 Electronic And Other Electrical Equipment And Components,3690,voluntary,2009,2008-12-31,288.468,27.295,37.4529547619048,43.462,520.317,367.64
"GST Telecommunications, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2000,1999-12-31,321.922,-100.284,-173.55096412828,-38.131,1112.629,1326.288
GT Advanced Technologies Inc.,11,D: Manufacturing,367,36 Electronic And Other Electrical Equipment And Components,3674,voluntary,2014,2013-12-31,298.967,-82.691,-103.365752557564,-52.381,1187.281,854.876
"Guilford Mills, Inc.",11,D: Manufacturing,225,22 Textile Mill Products,2250,voluntary,2002,2001-09-30,643.519,-51.462,-85.4237539932886,3.074,551.1,410.0
"Gulf States Steel, Inc. of Alabama",11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,1999,1998-10-31,407.0,22.162,39.4577991241752,42.016,300.901,287.0
Gulf USA Corp.,11,"H: Finance, Insurance, And Real Estate",655,65 Real Estate,6552,involuntary,1993,1992-12-31,82.245,0.877,1.78648571722718,10.668,319.189,287.836
"GulfMark Offshore, Inc.",11,D: Manufacturing,353,35 Industrial and Commercial Machinery and Computer Equipment,3533,voluntary,2017,2016-12-31,123.719,-57.553,-69.7967080083193,0.629,1053.903,604.282
Gulfport Energy Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2020,2019-12-31,1346.008,-1699.082,-1937.84105673849,-1145.035,3882.819,2568.227
Guy F. Atkinson Company of California,11,C: Construction,160,16 Heavy Construction Other Than Building Construction Contractors,1600,voluntary,1997,1996-12-31,468.5,4.915,9.07187347636816,9.608,265.2,176.0
Gymboree Corporation (2017),11,D: Manufacturing,230,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2300,voluntary,2017,2016-07-30,1046.374,15.36,18.6107730807699,54.156,1178.512,1451.785
Hadson Corp.,11,"E: Transportation, Communications, Electric, Gas",492,"49 Electric, Gas, And Sanitary Services",4923,voluntary,1992,1991-12-31,441.565,1.7,3.55821509167842,7.656,172.6,195.0
Halcon Resources Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2016,2015-12-31,550.278,-2737.419,-3376.40568405589,-2373.215,3458.692,3222.292
Halcon Resources Corporation (2019),11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2019,2018-12-31,226.609,-20.58,-23.8078027580508,56.947,2083.609,886.565
Ha-Lo Industries,11,F: Wholesale Trade,509,50 Wholesale Trade-durable Goods,5090,voluntary,2001,2000-12-31,612.107,-64.235,-107.407072084507,-14.867,575.0,191.046
"Hancock Fabrics, Inc.",11,G: Retail Trade,594,59 Miscellaneous Retail,5940,voluntary,2007,2007-02-03,376.179,-23.79,-34.3758550632911,-18.201,212.217,159.755
"Harnischfeger Industries, Inc.",11,D: Manufacturing,353,35 Industrial and Commercial Machinery and Computer Equipment,3532,voluntary,1999,1998-10-31,1213.631,-242.296,-432.687881540313,-175.527,2787.259,2076.571
"Harvard Industries, Inc. (1997)",11,D: Manufacturing,306,30 Rubber and Miscellaneous Plastics Products,3060,voluntary,1997,1996-09-30,824.837,-9.474,-17.5631154153654,48.47,617.7,649.0
"Hawker Beechcraft Acquisition Company, LLC",11,D: Manufacturing,372,37 Transportation Equipment,3720,voluntary,2012,2011-12-31,2435.1,-176.9,-228.459366446925,-49.2,2778.3,3735.2
"Hayes Lemmerz International, Inc. (2001)",11,D: Manufacturing,371,37 Transportation Equipment,3714,voluntary,2001,2001-01-31,2171.3,175.9,295.453267119411,328.8,2811.1,2645.1
"Hayes Lemmerz International, Inc. (2009)",11,D: Manufacturing,371,37 Transportation Equipment,3714,voluntary,2009,2009-01-31,1904.0,31.5,43.7078330995792,136.0,1096.2,1323.3
"Heartland Wireless Communications, Inc.",11,"E: Transportation, Communications, Electric, Gas",484,48 Communications,4841,voluntary,1998,1997-12-31,78.792,-59.171,-107.149330610128,-3.059,372.1,326.0
Hechinger Company,11,G: Retail Trade,521,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5211,voluntary,1999,1998-10-03,3443.634,-0.916,-1.63577648616125,49.391,1577.246,1339.0
Heilig-Meyers Company,11,G: Retail Trade,571,"57 Home Furniture, Furnishings, and Equipment Stores",5712,voluntary,2000,2000-02-29,2038.143,89.69,154.049322511574,143.223,1457.0,923.0
"Herbst Gaming, Inc.",11,I: Services,799,79 Amusement And Recreation Services,7990,voluntary,2009,2008-12-31,388.126,30.473,42.5213680347908,88.256,934.248,1262.403
"Hercules Offshore, Inc.",11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,2015,2014-12-31,900.251,111.009,138.249795116568,275.909,2002.407,1387.376
"Hercules Offshore, Inc. (2016)",11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,2016,2015-12-31,335.648,-152.21,-187.436089296235,-23.31,1108.14,544.209
"Hertz Global Holdings, Inc. (Hertz Corporation)",11,I: Services,751,"75 Automotive Repair, Services, and Parking",7510,voluntary,2020,2019-12-31,9779.0,887.0,1026.77495963244,3881.0,24627.0,22739.0
Hexcel Corp.,11,D: Manufacturing,222,22 Textile Mill Products,2221,voluntary,1993,1992-12-31,386.289,5.814,11.8352383950617,20.899,309.518,206.585
Hexion Inc.,11,D: Manufacturing,282,28 Chemicals and Allied Products,2821,voluntary,2019,2018-12-31,3797.0,244.0,283.384992251945,357.0,1961.0,4875.0
"hhgregg, Inc.",11,G: Retail Trade,573,"57 Home Furniture, Furnishings, and Equipment Stores",5731,voluntary,2017,2016-03-31,1959.998,-51.725,-62.9686704525412,-19.682,385.352,263.998
Hi-Crush Inc.,11,B: Mining,140,"14 Mining and Quarrying of Nonmetallic Minerals, Except Fuels",1400,voluntary,2020,2019-12-31,1111.137,7.857,9.0000965993956,66.422,1111.137,710.013
"Highland Superstores, Inc.",11,G: Retail Trade,573,"57 Home Furniture, Furnishings, and Equipment Stores",5731,voluntary,1992,1992-01-31,575.201,-7.707,-16.2343114194464,5.579,205.854,248.564
"Highlands Insurance Group, Inc.",11,"H: Finance, Insurance, And Real Estate",633,63 Insurance Carriers,6331,voluntary,2002,2001-12-31,567.164,-279.866,-458.154380595698,-273.393,1820.6,1979.0
HighPoint Resources Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2021,2020-12-31,250.347,-1276.933,-1430.81461810954,-1031.419,826.637,903.32
Hills Department Stores Inc.,11,G: Retail Trade,531,53 General Merchandise Stores,5311,voluntary,1991,1991-02-03,2140.868,67.702,149.063430964392,110.4,775.227,1007.986
HomeBanc Corp.,11,"H: Finance, Insurance, And Real Estate",679,67 Holding And Other Investment Offices,6798,voluntary,2007,2006-12-31,132.84,296.146,422.776548157768,304.601,6822.664,6552.0
Horizon PCS Inc.,11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,voluntary,2003,2002-12-31,216.038,-105.482,-169.592313943662,-65.211,443.125,586.0
"Hornbeck Offshore Services, Inc.",11,"E: Transportation, Communications, Electric, Gas",440,44 Water Transportation,4400,voluntary,2020,2019-12-31,225.662,-107.161,-124.047611554873,-8.822,2668.887,1496.442
Horsehead Holding Corp.,11,D: Manufacturing,333,33 Primary Metal Industries,3330,voluntary,2016,2015-12-31,414.943,-112.469,-140.779895462463,-57.297,392.052,540.625
"Hospitality Investors Trust, Inc.",11,"H: Finance, Insurance, And Real Estate",679,67 Holding And Other Investment Offices,6798,voluntary,2021,2020-12-31,236.766,-216.186,-238.352704329575,-132.976,1776.146,1393.573
"House of Fabrics, Inc.",11,G: Retail Trade,594,59 Miscellaneous Retail,5940,voluntary,1994,1994-01-31,546.664,-1.85,-3.66783199732799,9.336,393.1,243.0
HRT Industries Inc.,11,G: Retail Trade,533,53 General Merchandise Stores,5331,voluntary,1982,1982-01-29,391.123,6.661,20.173110377551,14.312,211.146,153.359
Huffy Corp.,11,D: Manufacturing,394,39 Miscellaneous Manufacturing Industries,3949,voluntary,2004,2003-12-31,437.676,-4.949,-7.69433396018858,-0.315,292.971,220.0
Huntsman Polymers Corp,no order for relief,D: Manufacturing,282,28 Chemicals and Allied Products,2821,involuntary,2002,2001-12-31,490.148,-97.313,-162.442106079865,-29.513,507.411,647.353
Hvide Marine Incorporated,11,"E: Transportation, Communications, Electric, Gas",441,44 Water Transportation,4412,voluntary,1999,1998-12-31,401.906,84.955,150.17503951757,136.712,1108.825,735.0
"ICG Communications, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2000,1999-12-31,479.226,-173.696,-296.108280941987,0.543,2020.6,2345.0
Idearc Inc.,11,D: Manufacturing,274,"27 Printing, Publishing, And Allied Industries",2741,voluntary,2009,2008-12-31,2973.0,1194.0,1666.0818899859,1272.0,1815.0,10306.0
"iHeartMedia, Inc.",11,"E: Transportation, Communications, Electric, Gas",483,48 Communications,4832,voluntary,2018,2017-12-31,6170.994,980.333,1165.91957412424,1581.628,12260.431,23747.722
Illinois Power Generating Company,11,"E: Transportation, Communications, Electric, Gas",491,"49 Electric, Gas, And Sanitary Services",4911,voluntary,2016,2015-12-31,534.0,-47.0,-57.7780037443255,39.0,1230.0,1089.0
Impath Inc.,11,I: Services,807,80 Health Services,8071,voluntary,2003,2002-12-31,188.123,38.273,61.3353757073434,59.814,286.205,118.0
"Imperial Capital Bancorp, Inc.",11,"H: Finance, Insurance, And Real Estate",602,60 Depository Institutions,6022,voluntary,2009,2008-12-31,254.213,-26.404,-36.2974895229273,-23.589,4439.838,4250.0
Imperial Sugar Company,11,D: Manufacturing,206,20 Food and Kindred Products,2060,voluntary,2001,2000-09-30,1505.346,-0.281,-0.476299011993147,51.698,1093.0,775.0
"IMPSAT Fiber Networks, Inc.",11,"E: Transportation, Communications, Electric, Gas",489,48 Communications,4899,voluntary,2002,2001-12-31,326.49,-109.156,-180.084343146192,8.482,718.6,1271.216
"IndyMac Bancorp, Inc",7,"H: Finance, Insurance, And Real Estate",603,60 Depository Institutions,6035,voluntary,2008,2007-12-31,567.0,-10.081,-13.6000479863636,69.039,32734.0,30899.0
"InPhonic, Inc.",11,"E: Transportation, Communications, Electric, Gas",489,48 Communications,4899,voluntary,2007,2006-12-31,369.574,-52.119,-73.5906890723121,-39.804,264.405,191.0
InSight Health Services Holdings Corp,11,I: Services,807,80 Health Services,8071,voluntary,2007,2006-06-30,306.298,12.071,17.2324992159692,76.923,408.204,550.0
"Integrated Electrical Services, Inc.",11,C: Construction,173,17 Construction Special Trade Contractors,1731,voluntary,2006,2005-09-30,1430.802,-24.347,-36.3669680875692,-13.546,416.372,400.513
"Integrated Health Services, Inc.",11,I: Services,830,83 Social Services,8300,voluntary,2000,1999-12-31,2559.299,203.485,355.675721702002,396.687,3379.08,4316.0
Integrated Resources Inc.,11,"H: Finance, Insurance, And Real Estate",679,67 Holding And Other Investment Offices,6799,voluntary,1990,1989-12-31,370.106,34.706,80.473724078125,58.598,1621.972,2556.978
Intelsat S.A.,11,"E: Transportation, Communications, Electric, Gas",489,48 Communications,4899,voluntary,2020,2019-12-31,2061.465,770.161,891.524272475175,1427.852,11804.382,16793.23
Interco Inc.,11,D: Manufacturing,251,25 Furniture And Fixtures,2511,voluntary,1991,1990-02-24,1656.079,133.275,293.875335624071,167.255,1148.31,2114.878
Intermet Corp.,11,D: Manufacturing,332,33 Primary Metal Industries,3320,voluntary,2004,2003-12-31,731.167,24.434,38.1881932490785,74.685,686.684,525.0
Internap Corporation,11,I: Services,737,73 Business Services,7370,voluntary,2020,2019-12-31,291.505,1.86,2.13874598531662,87.573,599.354,732.176
International American Homes Inc.,11,C: Construction,152,15 Building Construction General Contractors And Operative Builders,1521,voluntary,1990,1990-03-31,158.908,9.09,20.9300599689682,10.323,159.5,155.0
International Shipholding Corporation,11,"E: Transportation, Communications, Electric, Gas",441,44 Water Transportation,4412,voluntary,2016,2015-12-31,259.474,-11.539,-14.2194511208267,13.965,346.302,259.97
Interstate Bakeries Corporation,11,D: Manufacturing,205,20 Food and Kindred Products,2050,voluntary,2004,2004-05-29,3467.562,96.769,151.241437035282,191.946,1673.797,1412.089
Iridium LLC (six omitted),11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,involuntary,1999,1998-12-31,0.186,-987.587,-1754.11645026332,-435.675,3738.895,3262.0
Irwin Financial Corporation,7,"H: Finance, Insurance, And Real Estate",602,60 Depository Institutions,6022,voluntary,2009,2008-12-31,419.859,-305.654,-419.986991842593,-289.451,4914.315,4803.653
"ITC DeltaCom, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2002,2001-12-31,415.339,-72.169,-119.063605853252,46.769,878.3,842.429
Itel Corporation,11,F: Wholesale Trade,504,50 Wholesale Trade-durable Goods,5046,voluntary,1981,1980-01-31,207.0,60.7,207.075608045977,101.2,1409.6,1676.2
"Ithaca Industries, Inc.",11,D: Manufacturing,225,22 Textile Mill Products,2251,voluntary,1996,1996-02-02,398.819,1.396,2.61736331017056,13.663,208.6,302.0
"ITT Educational Services, Inc.",7,I: Services,820,82 Educational Services,8200,voluntary,2016,2015-12-31,849.826,110.457,135.78916376311,132.43,664.014,502.878
"IWO Holdings, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,voluntary,2005,2004-12-31,187.253,-15.503,-24.1281798164657,19.846,236.178,426.0
"J. C. Penney Company, Inc.",11,G: Retail Trade,531,53 General Merchandise Stores,5311,voluntary,2020,2020-02-01,11167.0,25.0,28.9395422669797,569.0,7989.0,7160.0
J.G. Wentworth Company,11,"H: Finance, Insurance, And Real Estate",619,61 Non-depository Credit Institutions,6199,voluntary,2017,2016-12-31,324.672,131.501,158.31765790349,136.315,4992.907,5033.315
"Jacobson Stores, Inc.",11,G: Retail Trade,531,53 General Merchandise Stores,5311,voluntary,2002,2001-02-03,460.119,4.237,7.10067130999435,12.873,267.3,196.0
Jamesway Corporation (1993),11,G: Retail Trade,531,53 General Merchandise Stores,5311,voluntary,1993,1993-01-30,856.039,-11.506,-23.6492124792244,2.87,284.713,218.348
"Jason Industries, Inc.",11,D: Manufacturing,399,39 Miscellaneous Manufacturing Industries,3990,voluntary,2020,2019-12-31,337.897,-2.489,-2.86554045625046,19.711,387.101,477.96
Jayhawk Acceptance Corp.,11,"H: Finance, Insurance, And Real Estate",614,61 Non-depository Credit Institutions,6141,voluntary,1997,1996-12-31,53.566,21.842,40.6180455764411,24.352,322.567,282.0
JCC Holding Co.,11,I: Services,790,79 Amusement And Recreation Services,7900,voluntary,2001,2000-12-30,261.105,-87.061,-147.569638018275,-60.722,221.461,530.0
"Jones Energy, Inc.",11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2019,2018-12-31,236.357,-1370.385,-1591.58419101304,-1191.215,405.575,1116.839
"JPS Textile Group, Inc. (1997)",11,D: Manufacturing,221,22 Textile Mill Products,2211,voluntary,1997,1996-11-02,448.824,10.441,19.2715017226368,33.18,335.9,412.0
"JumboSports, Inc.",11,G: Retail Trade,594,59 Miscellaneous Retail,5940,voluntary,1998,1998-01-30,528.634,-32.364,-58.6060897376449,-22.182,467.0,418.0
"Just For Feet, Inc.",11,G: Retail Trade,566,56 Apparel And Accessory Stores,5661,voluntary,1999,1999-01-30,774.863,51.245,90.3705422756982,67.374,689.396,364.0
JWP Inc.,11,C: Construction,173,17 Construction Special Trade Contractors,1731,involuntary,1993,1992-12-31,2404.577,-168.271,-342.539972475994,-99.278,907.584,1083.563
Kaiser Aluminum Corp.,11,D: Manufacturing,333,33 Primary Metal Industries,3334,voluntary,2002,2001-12-31,1732.7,-98.7,-164.75738976378,-8.5,2743.7,3066.3
"Kaiser Group International, Inc.",11,"E: Transportation, Communications, Electric, Gas",495,"49 Electric, Gas, And Sanitary Services",4955,voluntary,2000,1999-12-31,870.267,-12.828,-22.0841758468677,-7.559,253.563,321.0
Kaiser Steel Corp.,11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,1987,1986-12-31,166.913,-19.4,-51.5937437275986,-6.62,621.455,609.892
"Kash N Karry Food Stores, Inc.",11,G: Retail Trade,541,54 Food Stores,5411,voluntary,1994,1994-07-31,1065.165,18.511,36.7001287040748,46.784,389.9,446.297
"Kasper A.S.L., Ltd.",11,D: Manufacturing,233,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2330,voluntary,2002,2001-12-29,368.593,-32.938,-54.9825623509561,-19.868,258.7,241.0
"KCS Energy, Inc.",11,F: Wholesale Trade,517,51 Wholesale Trade-non-durable Goods,5172,voluntary,2000,1999-12-31,136.491,46.229,81.283344271327,97.196,284.932,435.0
KDT Industries Inc.,11,G: Retail Trade,531,53 General Merchandise Stores,5311,voluntary,1982,1982-01-30,741.411,-26.939,-81.8363805834186,-15.322,239.555,203.114
"Kenetech Corp. (Kenetech Windpower, Inc. only)",11,"E: Transportation, Communications, Electric, Gas",491,"49 Electric, Gas, And Sanitary Services",4911,voluntary,1996,1995-12-31,327.589,-23.924,-45.3420908556833,-9.397,401.249,406.808
"Key Energy Services, Inc.",11,B: Mining,138,13 Oil And Gas Extraction,1389,voluntary,2016,2015-12-31,792.326,-273.613,-335.944456647734,-92.712,1327.798,1187.508
Kinder Care Learning Centers Inc.,11,I: Services,835,83 Social Services,8351,voluntary,1992,1992-01-03,411.04,14.079,29.4267955140845,41.148,486.942,521.106
Kmart Corp.,11,G: Retail Trade,533,53 General Merchandise Stores,5331,voluntary,2002,2001-01-31,37028.0,683.0,1144.62084133258,1460.0,14630.0,7660.0
Koger Properties Inc.,11,"H: Finance, Insurance, And Real Estate",651,65 Real Estate,6512,voluntary,1991,1991-03-31,206.443,22.7,49.1056260932945,79.464,634.146,657.263
"Koll Real Estate Group, Inc.",11,C: Construction,153,15 Building Construction General Contractors And Operative Builders,1531,voluntary,1997,1996-12-31,44.8,-5.0,-9.24601246105919,-3.8,272.2,271.0
"Komag, Inc.",11,D: Manufacturing,369,36 Electronic And Other Electrical Equipment And Components,3695,voluntary,2001,2000-12-31,358.463,-33.002,-55.1825047549296,58.462,633.1,479.82
"LandAmerica Financial Group, Inc.",11,"H: Finance, Insurance, And Real Estate",636,63 Insurance Carriers,6361,voluntary,2008,2007-12-31,3705.8,41.8,58.4092024482109,110.9,3853.7,2653.0
Leap Wireless International Inc.,11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2003,2002-12-31,618.475,-411.222,-664.03403663765,-123.28,2163.702,2460.0
Lear Corporation,11,D: Manufacturing,371,37 Transportation Equipment,3714,voluntary,2009,2008-12-31,13570.5,401.9,553.773046889508,701.2,6872.9,6674.0
"Leasing Solutions, Inc.",11,I: Services,737,73 Business Services,7377,voluntary,1999,1998-12-31,299.652,28.455,50.1803840463458,266.101,746.795,728.0
"Lee Enterprises, Incorporated",11,D: Manufacturing,271,"27 Printing, Publishing, And Allied Industries",2711,voluntary,2011,2011-09-25,756.104,95.638,125.78020971144,166.972,1158.248,1259.142
Legacy Reserves Inc.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2019,2018-12-31,554.861,24.029,27.8427874780884,184.027,1474.931,1667.562
Lehman Brothers Holdings Inc.,11,"H: Finance, Insurance, And Real Estate",621,"62 Security And Commodity Brokers, Dealers, Exchanges, And Services",6211,voluntary,2008,2007-11-30,59003.0,45821.0,62155.0975182815,46398.0,691063.0,668573.0
"Leiner Health Products, Inc. (2002)",11,D: Manufacturing,283,28 Chemicals and Allied Products,2834,voluntary,2002,2001-03-31,612.1,-73.968,-123.47289367829,-52.106,406.5,521.0
"Leiner Health Products, Inc. (2008)",11,D: Manufacturing,283,28 Chemicals and Allied Products,2834,voluntary,2008,2007-03-31,735.236,67.293,93.5473560702576,84.763,378.618,516.0
"Lenox Group, Inc.",11,D: Manufacturing,271,"27 Printing, Publishing, And Allied Industries",2711,voluntary,2008,2007-12-29,452.115,7.36,10.2844911487759,21.219,352.106,216.0
Lernout & Hauspie Speech Products NV,11,I: Services,737,73 Business Services,7372,voluntary,2000,1999-12-31,344.237,66.281,112.992544267662,105.782,693.738,129.0
"Leslie Fay Companies, Inc.",11,D: Manufacturing,233,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2335,voluntary,1993,1993-01-02,772.069,-29.568,-60.9423173333333,-17.72,448.61,341.888
Levitz Furniture Incorporated,11,G: Retail Trade,571,"57 Home Furniture, Furnishings, and Equipment Stores",5712,voluntary,1997,1997-03-31,966.855,18.417,33.9088731327544,34.12,934.4,1028.0
Libbey Inc.,11,D: Manufacturing,322,"32 Stone, Clay, Glass, And Concrete Products",3220,voluntary,2020,2019-12-31,785.602,35.18,40.5020945162279,74.226,706.687,732.474
Liberate Technologies,11,I: Services,737,73 Business Services,7372,voluntary,2004,2003-05-31,27.716,-107.002,-168.924854223404,-96.231,304.968,83.458
"Linn Energy, LLC",11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2016,2015-12-31,2883.334,-5119.261,-6324.72060832373,-3412.42,9976.946,10245.847
Lionel Corp. (1982),11,D: Manufacturing,367,36 Electronic And Other Electrical Equipment And Components,3674,voluntary,1982,1981-12-31,338.630732,-8.382,-26.2975946511628,-0.864,221.619,188.688
Lionel Corp. (1991),11,G: Retail Trade,594,59 Miscellaneous Retail,5945,voluntary,1991,1991-01-26,426.412,-7.905,-17.251325625,-1.308,238.579,156.964
Live Entertainment Inc.,11,I: Services,737,73 Business Services,7372,voluntary,1993,1992-12-31,192.513,-2.806,-5.81979302585605,86.354,297.048,207.989
LodgeNet Interactive Corporation,11,"E: Transportation, Communications, Electric, Gas",489,48 Communications,4899,voluntary,2013,2012-12-31,364.721,10.959,14.1245367509119,74.725,272.092,457.594
"Lodgian, Inc.",11,I: Services,701,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",7011,voluntary,2001,2000-12-31,580.897,1.329,2.23227624787776,66.123,1163.9,838.424
"Loewen Group, Inc.",11,I: Services,720,72 Personal Services,7200,voluntary,1999,1998-12-31,1136.234,78.034,139.351727424789,166.547,4673.908,3693.467
Loews Cineplex Entertainment Corp,11,I: Services,783,78 Motion Pictures,7830,voluntary,2001,2000-02-28,930.423,29.888,50.4588665301479,142.935,1907.4,1289.0
Lomas Financial Corp. (1989),11,"H: Finance, Insurance, And Real Estate",616,61 Non-depository Credit Institutions,6162,voluntary,1989,1989-06-30,322.065,-130.533,-309.934422408,-59.493,4125.825,3915.647
Lomas Financial Corp. (1995),11,"H: Finance, Insurance, And Real Estate",616,61 Non-depository Credit Institutions,6162,voluntary,1995,1995-06-30,222.222,-14.776,-28.5326771112557,52.084,1157.0,1167.0
Lone Star Industries Inc.,11,D: Manufacturing,327,"32 Stone, Clay, Glass, And Concrete Products",3272,voluntary,1990,1989-12-31,337.547,-60.563,-134.34167945441,-22.257,1145.776,767.46
